######################
### Initial Values ###
######################
 
Initial temp = 10.0
Initial RMSE =      0.8725521
 
Lets see how it goes!
 
--------------------------------------------------------------------------------------------------------------
     RMSE         delRMSE        BestRMSE     MP_Exponent    MP_Value   MCSA_Temp   decision  
  0.7756680      -0.0181321     0.5899458      -0.6915011   5.0082e-01  0.46504       AF     
  0.7756680      0.2607500      0.5899458      -0.5665040   5.6751e-01  0.46028       RM     
  1.1379447      0.3622767      0.5899458      -0.7952259   4.5148e-01  0.45556       AM     
  1.6412049      0.5032602      0.5899458      -1.1161286   3.2755e-01  0.45090       AM     
  0.7342443      -0.9069606     0.5899458      -1.1161286   3.2755e-01  0.44628       AF     
  1.2028496      0.4686053      0.5899458      -1.0608936   3.4615e-01  0.44171       AM     
  0.8420718      -0.3607778     0.5899458      -1.0608936   3.4615e-01  0.43718       AF     
  0.8420718      0.4568324      0.5899458      -1.0557584   3.4793e-01  0.43271       RM     
  0.8420718      0.2066024      0.5899458      -0.4824080   6.1730e-01  0.42827       RM     
  1.0064874      0.1644157      0.5899458      -0.3878768   6.7850e-01  0.42389       AM     
  0.6948900      -0.3115975     0.5899458      -0.3878768   6.7850e-01  0.41954       AF     
  1.3703304      0.6754404      0.5899458      -1.6265996   1.9660e-01  0.41525       AM     
  1.5365741      0.1662437      0.5899458      -0.4044925   6.6732e-01  0.41099       AM     
  1.3270141      -0.2095600     0.5899458      -0.4044925   6.6732e-01  0.40678       AF     
  1.4008040      0.0737899      0.5899458      -0.1832758   8.3254e-01  0.40262       AM     
  1.4008040      0.8315333      0.5899458      -2.0866965   1.2410e-01  0.39849       RM     
  1.4008040      0.2139304      0.5899458      -0.5424050   5.8135e-01  0.39441       RM     
  1.4008040      0.2416584      0.5899458      -0.6190483   5.3846e-01  0.39037       RM     
  1.4008040      0.9767378      0.5899458      -2.5279714   7.9821e-02  0.38637       RM     
  0.6852033      -0.7156007     0.5899458      -2.5279714   7.9821e-02  0.38241       AF     
  0.6852033      0.2337654      0.5899458      -0.6176144   5.3923e-01  0.37850       RM     
  0.6852033      1.1742588      0.5899458      -3.1345303   4.3520e-02  0.37462       RM     
  0.7701205      0.0849172      0.5899458      -0.2290213   7.9531e-01  0.37078       AM     
  0.8259204      0.0557999      0.5899458      -0.1520495   8.5895e-01  0.36699       AM     
  0.8259204      0.9783631      0.5899458      -2.6935385   6.7641e-02  0.36323       RM     
  0.8259204      0.8294682      0.5899458      -2.3072486   9.9535e-02  0.35951       RM     
  1.0513156      0.2253952      0.5899458      -0.6334477   5.3076e-01  0.35582       AM     
  0.8942182      -0.1570974     0.5899458      -0.6334477   5.3076e-01  0.35218       AF     
  0.8942182      1.3163169      0.5899458      -3.7763271   2.2907e-02  0.34857       RM     
  0.8942182      0.3319972      0.5899458      -0.9623101   3.8201e-01  0.34500       RM     
  0.8942182      0.4485394      0.5899458      -1.3135686   2.6886e-01  0.34147       RM     
  0.8942182      0.0419581      0.5899458      -0.1241478   8.8325e-01  0.33797       RM     
  1.1774317      0.2832135      0.5899458      -0.8466601   4.2884e-01  0.33451       AM     
  0.7484142      -0.4290175     0.5899458      -0.8466601   4.2884e-01  0.33108       AF     
  0.7484142      1.5722183      0.5899458      -4.7978978   8.2471e-03  0.32769       RM     
  0.9236843      0.1752701      0.5899458      -0.5404025   5.8251e-01  0.32433       AM     
  0.9236843      0.8488324      0.5899458      -2.6442537   7.1058e-02  0.32101       RM     
  1.0165412      0.0928569      0.5899458      -0.2922583   7.4658e-01  0.31772       AM     
  0.9321481      -0.0843930     0.5899458      -0.2922583   7.4658e-01  0.31447       AF     
  0.6668134      -0.2653348     0.5899458      -0.2922583   7.4658e-01  0.31125       AF     
  0.6668134      0.5044155      0.5899458      -1.6374031   1.9448e-01  0.30806       RM     
  0.6668134      1.4500013      0.5899458      -4.7556191   8.6032e-03  0.30490       RM     
  0.6668134      1.2083656      0.5899458      -4.0041330   1.8240e-02  0.30178       RM     
  0.9611816      0.2943682      0.5899458      -0.9855362   3.7324e-01  0.29869       AM     
  0.9611816      0.8029249      0.5899458      -2.7159895   6.6139e-02  0.29563       RM     
  1.1614581      0.2002765      0.5899458      -0.6844703   5.0436e-01  0.29260       AM     
  0.7574235      -0.4040346     0.5899458      -0.6844703   5.0436e-01  0.28960       AF     
  1.2433850      0.4859615      0.5899458      -1.6953897   1.8353e-01  0.28664       AM     
  0.7141928      -0.5291922     0.5899458      -1.6953897   1.8353e-01  0.28370       AF     
  0.7133530      -0.0008398     0.5899458      -1.6953897   1.8353e-01  0.28079       AF     
  0.9439196      0.2305666      0.5899458      -0.8296187   4.3622e-01  0.27792       AM     
  1.1830671      0.2391475      0.5899458      -0.8693996   4.1920e-01  0.27507       AM     
  1.3241478      0.1410807      0.5899458      -0.5181945   5.9559e-01  0.27225       AM     
  0.6907368      -0.6334110     0.5899458      -0.5181945   5.9559e-01  0.26947       AF     
  1.0723982      0.3816614      0.5899458      -1.4310223   2.3906e-01  0.26671       AM     
  1.0723982      1.1427870      0.5899458      -4.3291731   1.3178e-02  0.26397       RM     
  0.7412592      -0.3311390     0.5899458      -4.3291731   1.3178e-02  0.26127       AF     
  0.7747278      0.0334686      0.5899458      -0.1294254   8.7860e-01  0.25859       AM     
  0.7747278      0.1264649      0.5899458      -0.4941105   6.1011e-01  0.25594       RM     
  1.1332648      0.3585370      0.5899458      -1.4153362   2.4284e-01  0.25332       AM     
  1.1571134      0.0238487      0.5899458      -0.0951177   9.0927e-01  0.25073       AM     
  1.0271657      -0.1299477     0.5899458      -0.0951177   9.0927e-01  0.24816       AF     
  1.0271657      0.3517170      0.5899458      -1.4319687   2.3884e-01  0.24562       RM     
  0.7936494      -0.2335163     0.5899458      -1.4319687   2.3884e-01  0.24310       AF     
  0.7936494      0.2865772      0.5899458      -1.1910358   3.0391e-01  0.24061       RM     
  0.6990573      -0.0945921     0.5899458      -1.1910358   3.0391e-01  0.23815       AF     
  0.6990573      0.5206025      0.5899458      -2.2086782   1.0985e-01  0.23571       RM     
  0.6990573      0.4792885      0.5899458      -2.0544457   1.2816e-01  0.23329       RM     
  0.6942634      -0.0047939     0.5899458      -2.0544457   1.2816e-01  0.23090       AF     
  0.6942634      0.1985220      0.5899458      -0.8686589   4.1951e-01  0.22854       RM     
  0.6942634      0.2180297      0.5899458      -0.9638910   3.8141e-01  0.22620       RM     
  0.6942634      1.0444582      0.5899458      -4.6652480   9.4169e-03  0.22388       RM     
  0.7692711      0.0750077      0.5899458      -0.3385018   7.1284e-01  0.22159       AM     
  0.7692711      0.2583414      0.5899458      -1.1779334   3.0791e-01  0.21932       RM     
  0.7692711      0.6291886      0.5899458      -2.8985383   5.5104e-02  0.21707       RM     
  0.7692711      0.0667017      0.5899458      -0.3104605   7.3311e-01  0.21485       RM     
  0.8696106      0.1003396      0.5899458      -0.4718603   6.2384e-01  0.21265       AM     
  0.6832521      -0.1863585     0.5899458      -0.4718603   6.2384e-01  0.21047       AF     
  0.6832521      1.0342536      0.5899458      -4.9649083   6.9786e-03  0.20831       RM     
  0.6262646      -0.0569875     0.5899458      -4.9649083   6.9786e-03  0.20618       AF     
  0.6262646      1.6443026      0.5899458      -8.0576597   3.1667e-04  0.20407       RM     
  0.6262646      0.3072241      0.5899458      -1.5210867   2.1847e-01  0.20198       RM     
  0.6262646      1.4153528      0.5899458      -7.0800266   8.4175e-04  0.19991       RM     
  0.7267996      0.1005350      0.5899458      -0.5081114   6.0163e-01  0.19786       AM     
  0.7267996      0.2281969      0.5899458      -1.1652602   3.1184e-01  0.19583       RM     
  0.7267996      1.0812290      0.5899458      -5.5783062   3.7790e-03  0.19383       RM     
  0.7267996      1.1222681      0.5899458      -5.8499588   2.8800e-03  0.19184       RM     
  0.7267996      0.8320360      0.5899458      -4.3819739   1.2501e-02  0.18988       RM     
  0.7946613      0.0678617      0.5899458      -0.3610972   6.9691e-01  0.18793       AM     
  0.7946613      0.9781540      0.5899458      -5.2586944   5.2021e-03  0.18601       RM     
  0.7897965      -0.0048648     0.5899458      -5.2586944   5.2021e-03  0.18410       AF     
  0.7897965      0.6591154      0.5899458      -3.6172220   2.6857e-02  0.18222       RM     
  0.7897965      0.3644996      0.5899458      -2.0210741   1.3251e-01  0.18035       RM     
  0.7897965      0.6937910      0.5899458      -3.8867389   2.0512e-02  0.17850       RM     
  0.7897965      0.7957445      0.5899458      -4.5040359   1.1064e-02  0.17667       RM     
  0.6724463      -0.1173502     0.5899458      -4.5040359   1.1064e-02  0.17486       AF     
  0.6724463      1.5234199      0.5899458      -8.8021912   1.5040e-04  0.17307       RM     
  0.6724463      0.6911724      0.5899458      -4.0348657   1.7688e-02  0.17130       RM     
  0.6752510      0.0028047      0.5899458      -0.0165426   9.8359e-01  0.16955       AM     
  0.7394672      0.0642162      0.5899458      -0.3826749   6.8203e-01  0.16781       AM     
  0.7394672      0.7193775      0.5899458      -4.3312578   1.3151e-02  0.16609       RM     
  0.7394672      0.8778603      0.5899458      -5.3401577   4.7951e-03  0.16439       RM     
  0.7394672      0.3884845      0.5899458      -2.3876678   9.1844e-02  0.16270       RM     
  0.6868525      -0.0526147     0.5899458      -2.3876678   9.1844e-02  0.16104       AF     
  0.6868525      0.1203755      0.5899458      -0.7552337   4.6990e-01  0.15939       RM     
  0.8667991      0.1799467      0.5899458      -1.1406660   3.1961e-01  0.15776       AM     
  0.8667991      0.2602019      0.5899458      -1.6664669   1.8891e-01  0.15614       RM     
  0.8566207      -0.0101784     0.5899458      -1.6664669   1.8891e-01  0.15454       AF     
  0.6743013      -0.1823194     0.5899458      -1.6664669   1.8891e-01  0.15296       AF     
  0.7687783      0.0944770      0.5899458      -0.6240608   5.3576e-01  0.15139       AM     
  1.0165542      0.2477759      0.5899458      -1.6536031   1.9136e-01  0.14984       AM     
  1.0165542      1.0695325      0.5899458      -7.2117006   7.3790e-04  0.14831       RM     
  0.8782966      -0.1382576     0.5899458      -7.2117006   7.3790e-04  0.14679       AF     
  0.8782966      0.6530522      0.5899458      -4.4950507   1.1164e-02  0.14528       RM     
  0.8287409      -0.0495557     0.5899458      -4.4950507   1.1164e-02  0.14379       AF     
  0.8287409      0.4306653      0.5899458      -3.0260042   4.8509e-02  0.14232       RM     
  0.8287409      0.4321454      0.5899458      -3.0678288   4.6522e-02  0.14086       RM     
  0.8287409      0.2183388      0.5899458      -1.5660424   2.0887e-01  0.13942       RM     
  0.9198871      0.0911461      0.5899458      -0.6605146   5.1659e-01  0.13799       AM     
  1.0053699      0.0854828      0.5899458      -0.6258852   5.3479e-01  0.13658       AM     
  0.9468133      -0.0585567     0.5899458      -0.6258852   5.3479e-01  0.13518       AF     
  0.8252285      -0.1215847     0.5899458      -0.6258852   5.3479e-01  0.13380       AF     
  0.8252285      1.4773964      0.5899458     -11.1564807   1.4282e-05  0.13242       RM     
  0.8252285      0.2418455      0.5899458      -1.8451843   1.5800e-01  0.13107       RM     
  0.8252285      0.3119855      0.5899458      -2.4049584   9.0269e-02  0.12973       RM     
  0.7391762      -0.0860523     0.5899458      -2.4049584   9.0269e-02  0.12840       AF     
  0.7391762      0.7379153      0.5899458      -5.8066109   3.0076e-03  0.12708       RM     
  0.6647012      -0.0744751     0.5899458      -5.8066109   3.0076e-03  0.12578       AF     
  0.6647012      0.2343846      0.5899458      -1.8827306   1.5217e-01  0.12449       RM     
  0.6647012      1.6206699      0.5899458     -13.1530132   1.9396e-06  0.12322       RM     
  0.6647012      0.9978767      0.5899458      -8.1823697   2.7954e-04  0.12195       RM     
  0.6647012      0.8153913      0.5899458      -6.7552242   1.1648e-03  0.12071       RM     
  0.6647012      0.2640406      0.5899458      -2.2101206   1.0969e-01  0.11947       RM     
  0.7391298      0.0744286      0.5899458      -0.6294436   5.3289e-01  0.11825       AM     
  0.7782162      0.0390865      0.5899458      -0.3339754   7.1607e-01  0.11703       AM     
  0.7782162      1.5265861      0.5899458     -13.1789557   1.8900e-06  0.11584       RM     
  0.7782162      1.3980044      0.5899458     -12.1938190   5.0616e-06  0.11465       RM     
  0.7782162      0.1569475      0.5899458      -1.3831109   2.5080e-01  0.11347       RM     
  0.7782162      0.4809910      0.5899458      -4.2826358   1.3806e-02  0.11231       RM     
  0.7867377      0.0085215      0.5899458      -0.0766587   9.2621e-01  0.11116       AM     
  0.7867377      1.2551475      0.5899458     -11.4080643   1.1106e-05  0.11002       RM     
  0.7867377      0.8805425      0.5899458      -8.0860989   3.0779e-04  0.10890       RM     
  0.7867377      1.4823555      0.5899458     -13.7534786   1.0640e-06  0.10778       RM     
  0.8290062      0.0422685      0.5899458      -0.3962306   6.7285e-01  0.10668       AM     
  0.8290062      0.9515688      0.5899458      -9.0124613   1.2188e-04  0.10558       RM     
  0.9346085      0.1056023      0.5899458      -1.0105277   3.6403e-01  0.10450       AM     
  0.9346085      0.0399953      0.5899458      -0.3866832   6.7931e-01  0.10343       RM     
  1.0508628      0.1162542      0.5899458      -1.1356030   3.2123e-01  0.10237       AM     
  1.0508628      0.7878485      0.5899458      -7.7755644   4.1987e-04  0.10132       RM     
  1.0508628      0.6035157      0.5899458      -6.0179601   2.4346e-03  0.10029       RM     
  1.0508628      1.5760945      0.5899458     -15.8786818   1.2705e-07  0.09926       RM     
  1.2040234      0.1531606      0.5899458      -1.5590166   2.1034e-01  0.09824       AM     
  0.7882496      -0.4157738     0.5899458      -1.5590166   2.1034e-01  0.09724       AF     
  0.8111085      0.0228589      0.5899458      -0.2375212   7.8858e-01  0.09624       AM     
  0.7399599      -0.0711486     0.5899458      -0.2375212   7.8858e-01  0.09525       AF     
  0.7399599      0.6372226      0.5899458      -6.7589758   1.1604e-03  0.09428       RM     
  0.7399599      0.9528913      0.5899458     -10.2118536   3.6732e-05  0.09331       RM     
  0.7399599      1.0841655      0.5899458     -11.7389235   7.9772e-06  0.09236       RM     
  0.7399599      1.5465138      0.5899458     -16.9183505   4.4921e-08  0.09141       RM     
  0.7399599      0.0882226      0.5899458      -0.9751139   3.7715e-01  0.09047       RM     
  0.5984498      -0.1415101     0.5899458      -0.9751139   3.7715e-01  0.08955       AF     
  0.5984498      0.8946128      0.5899458     -10.0937799   4.1336e-05  0.08863       RM     
  0.5984498      0.9252998      0.5899458     -10.5480616   2.6244e-05  0.08772       RM     
  0.7177170      0.1192672      0.5899458      -1.3736710   2.5318e-01  0.08682       AM     
  0.7177170      0.2760899      0.5899458      -3.2128005   4.0244e-02  0.08593       RM     
  0.7177170      0.1916996      0.5899458      -2.2538544   1.0499e-01  0.08505       RM     
  0.7177170      0.2399031      0.5899458      -2.8497849   5.7857e-02  0.08418       RM     
  0.7177170      0.4286122      0.5899458      -5.1441338   5.8335e-03  0.08332       RM     
  0.7177170      0.3144025      0.5899458      -3.8124588   2.2094e-02  0.08247       RM     
  0.7177170      0.5678210      0.5899458      -6.9566825   9.5225e-04  0.08162       RM     
  0.7177170      0.2162712      0.5899458      -2.6770777   6.8764e-02  0.08079       RM     
  0.8699149      0.1521979      0.5899458      -1.9034543   1.4905e-01  0.07996       AM     
  0.8699149      0.4690457      0.5899458      -5.9268013   2.6670e-03  0.07914       RM     
  0.8539008      -0.0160141     0.5899458      -5.9268013   2.6670e-03  0.07833       AF     
  0.8539008      0.0943570      0.5899458      -1.2170886   2.9609e-01  0.07753       RM     
  0.7029402      -0.1509606     0.5899458      -1.2170886   2.9609e-01  0.07673       AF     
  0.7029402      0.5699304      0.5899458      -7.5043490   5.5068e-04  0.07595       RM     
  0.7029402      0.3693043      0.5899458      -4.9130042   7.3504e-03  0.07517       RM     
  0.7029402      0.5158621      0.5899458      -6.9337445   9.7435e-04  0.07440       RM     
  0.7029402      0.6483654      0.5899458      -8.8049221   1.4999e-04  0.07364       RM     
  0.7029402      1.5819006      0.5899458     -21.7048315   3.7472e-10  0.07288       RM     
  0.7029402      0.5374131      0.5899458      -7.4500113   5.8144e-04  0.07214       RM     
  0.7029402      0.2733902      0.5899458      -3.8291573   2.1728e-02  0.07140       RM     
  0.7029402      0.5295981      0.5899458      -7.4944223   5.5618e-04  0.07067       RM     
  0.6981856      -0.0047546     0.5899458      -7.4944223   5.5618e-04  0.06994       AF     
  0.6981856      0.2158820      0.5899458      -3.1185386   4.4222e-02  0.06923       RM     
  0.6981856      0.1879825      0.5899458      -2.7436179   6.4337e-02  0.06852       RM     
  0.6981856      1.5423105      0.5899458     -22.7430940   1.3268e-10  0.06781       RM     
  0.6981856      0.3060283      0.5899458      -4.5594335   1.0468e-02  0.06712       RM     
  0.6981856      0.0345333      0.5899458      -0.5198266   5.9462e-01  0.06643       RM     
  0.6981856      0.2805490      0.5899458      -4.2667865   1.4027e-02  0.06575       RM     
  0.6978193      -0.0003663     0.5899458      -4.2667865   1.4027e-02  0.06508       AF     
  0.6978193      0.2432581      0.5899458      -3.7766131   2.2900e-02  0.06441       RM     
  0.6978193      0.3042144      0.5899458      -4.7718461   8.4647e-03  0.06375       RM     
  0.6978193      0.1631510      0.5899458      -2.5856387   7.5348e-02  0.06310       RM     
  0.6268928      -0.0709265     0.5899458      -2.5856387   7.5348e-02  0.06245       AF     
  0.6268928      0.7293095      0.5899458     -11.7986712   7.5145e-06  0.06181       RM     
  0.6268928      0.2207508      0.5899458      -3.6082369   2.7100e-02  0.06118       RM     
  0.6268928      0.4764052      0.5899458      -7.8675718   3.8296e-04  0.06055       RM     
  0.6268928      0.5623678      0.5899458      -9.3833123   8.4116e-05  0.05993       RM     
  0.6268928      0.0943230      0.5899458      -1.5901017   2.0390e-01  0.05932       RM     
  0.6268928      1.2830143      0.5899458     -21.8529578   3.2313e-10  0.05871       RM     
  0.6268928      0.2456478      0.5899458      -4.2273001   1.4592e-02  0.05811       RM     
  0.6268928      1.4966647      0.5899458     -26.0223331   4.9963e-12  0.05751       RM     
  0.6268928      0.6990206      0.5899458     -12.2795720   4.6457e-06  0.05693       RM     
  0.6268928      0.1234960      0.5899458      -2.1918834   1.1171e-01  0.05634       RM     
  0.6268928      0.0330680      0.5899458      -0.5929853   5.5267e-01  0.05577       RM     
  0.6268928      0.1397747      0.5899458      -2.5324240   7.9466e-02  0.05519       RM     
  0.6268928      1.4272489      0.5899458     -26.1263620   4.5026e-12  0.05463       RM     
  0.6268928      0.7462105      0.5899458     -13.8010496   1.0146e-06  0.05407       RM     
  0.6268928      0.4324969      0.5899458      -8.0817468   3.0913e-04  0.05352       RM     
  0.6268928      0.7719382      0.5899458     -14.5739157   4.6841e-07  0.05297       RM     
  0.6268928      0.8129146      0.5899458     -15.5063698   1.8436e-07  0.05242       RM     
  0.6268928      1.0237033      0.5899458     -19.7292628   2.7020e-09  0.05189       RM     
  0.6268928      0.4755102      0.5899458      -9.2590845   9.5242e-05  0.05136       RM     
  0.6268928      0.6269377      0.5899458     -12.3340056   4.3996e-06  0.05083       RM     
  0.6268928      0.0996572      0.5899458      -1.9808877   1.3795e-01  0.05031       RM     
  0.6268928      0.6940122      0.5899458     -13.9376601   8.8502e-07  0.04979       RM     
  0.6268928      0.3580395      0.5899458      -7.2648260   6.9972e-04  0.04928       RM     
  0.6268928      0.2064579      0.5899458      -4.2325020   1.4516e-02  0.04878       RM     
  0.6268928      0.5118548      0.5899458     -10.6019086   2.4868e-05  0.04828       RM     
  0.6268928      0.2174917      0.5899458      -4.5514673   1.0552e-02  0.04778       RM     
  0.6268928      0.9650397      0.5899458     -20.4044748   1.3755e-09  0.04730       RM     
  0.6268928      0.3942166      0.5899458      -8.4214446   2.2010e-04  0.04681       RM     
  0.6268928      1.2205560      0.5899458     -26.3439535   3.6221e-12  0.04633       RM     
  0.6268928      0.8837423      0.5899458     -19.2717151   4.2697e-09  0.04586       RM     
  0.6268928      0.2179653      0.5899458      -4.8023476   8.2104e-03  0.04539       RM     
  0.6268928      0.9176745      0.5899458     -20.4280265   1.3434e-09  0.04492       RM     
  0.6268928      1.9648061      0.5899458     -44.1905034   6.4314e-20  0.04446       RM     
  0.6268928      0.1631547      0.5899458      -3.7074925   2.4539e-02  0.04401       RM     
  0.6268928      1.3125454      0.5899458     -30.1346797   8.1785e-14  0.04356       RM     
  0.6268928      0.1010255      0.5899458      -2.3434450   9.5996e-02  0.04311       RM     
  0.6268928      0.3289355      0.5899458      -7.7091407   4.4871e-04  0.04267       RM     
  0.6268928      0.1652482      0.5899458      -3.9129436   1.9982e-02  0.04223       RM     
  0.6268928      0.3223421      0.5899458      -7.7117911   4.4752e-04  0.04180       RM     
  0.6268928      0.3761397      0.5899458      -9.0919890   1.1256e-04  0.04137       RM     
  0.6268928      0.0772089      0.5899458      -1.8855967   1.5174e-01  0.04095       RM     
  0.6268928      0.4105774      0.5899458     -10.1308945   3.9830e-05  0.04053       RM     
  0.6268928      0.4056858      0.5899458     -10.1137936   4.0517e-05  0.04011       RM     
  0.6268928      0.0510146      0.5899458      -1.2849607   2.7666e-01  0.03970       RM     
  0.6268928      0.2357286      0.5899458      -5.9990092   2.4812e-03  0.03929       RM     
  0.6268928      1.4884147      0.5899458     -38.2703724   2.3955e-17  0.03889       RM     
  0.6268928      0.1697865      0.5899458      -4.4107603   1.2146e-02  0.03849       RM     
  0.6268928      0.3258272      0.5899458      -8.5520282   1.9315e-04  0.03810       RM     
  0.6268928      0.6208689      0.5899458     -16.4646736   7.0710e-08  0.03771       RM     
  0.6268928      1.9629436      0.5899458     -52.5935610   1.4418e-23  0.03732       RM     
  0.6268928      0.6903241      0.5899458     -18.6874183   7.6587e-09  0.03694       RM     
  0.6268928      1.2344345      0.5899458     -33.7625940   2.1732e-15  0.03656       RM     
  0.6268928      0.9503130      0.5899458     -26.2606764   3.9367e-12  0.03619       RM     
  0.6268928      1.7142314      0.5899458     -47.8608262   1.6380e-21  0.03582       RM     
  0.6268928      0.5511697      0.5899458     -15.5477520   1.7689e-07  0.03545       RM     
  0.6268928      0.4072592      0.5899458     -11.6071254   9.1010e-06  0.03509       RM     
  0.6268928      0.2867218      0.5899458      -8.2563092   2.5962e-04  0.03473       RM     
  0.6268928      0.0700739      0.5899458      -2.0386996   1.3020e-01  0.03437       RM     
  0.6268928      0.3122430      0.5899458      -9.1782739   1.0326e-04  0.03402       RM     
  0.6268928      1.0550957      0.5899458     -31.3351389   2.4622e-14  0.03367       RM     
  0.6268928      0.3271748      0.5899458      -9.8172786   5.4502e-05  0.03333       RM     
  0.6268928      0.2802929      0.5899458      -8.4975727   2.0396e-04  0.03299       RM     
  0.6268928      0.1510823      0.5899458      -4.6277275   9.7770e-03  0.03265       RM     
  0.6268928      0.5260797      0.5899458     -16.2808574   8.4979e-08  0.03231       RM     
  0.6268928      0.5839412      0.5899458     -18.2585533   1.1760e-08  0.03198       RM     
  0.6268928      1.0337011      0.5899458     -32.6560568   6.5714e-15  0.03165       RM     
  0.6268928      1.1807736      0.5899458     -37.6883309   4.2871e-17  0.03133       RM     
  0.6268928      1.3409757      0.5899458     -43.2446762   1.6561e-19  0.03101       RM     
  0.6268928      0.3010777      0.5899458      -9.8098382   5.4909e-05  0.03069       RM     
  0.6268928      1.9245081      0.5899458     -63.3540680   3.0597e-28  0.03038       RM     
  0.6268928      1.6741912      0.5899458     -55.6841142   6.5569e-25  0.03007       RM     
  0.6268928      0.3278648      0.5899458     -11.0177423   1.6408e-05  0.02976       RM     
  0.6268928      0.6711756      0.5899458     -22.7879575   1.2686e-10  0.02945       RM     
  0.6268928      0.4006196      0.5899458     -13.7427272   1.0755e-06  0.02915       RM     
  0.6268928      0.6098112      0.5899458     -21.1352616   6.6233e-10  0.02885       RM     
  0.6557524      0.0288596      0.5899458      -1.0105883   3.6400e-01  0.02856       AM     
  0.6557524      0.3723854      0.5899458     -13.1749192   1.8976e-06  0.02826       RM     
  0.6557524      0.8122905      0.5899458     -29.0360884   2.4535e-13  0.02798       RM     
  0.6557524      0.9141784      0.5899458     -33.0163618   4.5833e-15  0.02769       RM     
  0.6557524      1.4898307      0.5899458     -54.3634089   2.4562e-24  0.02741       RM     
  0.6557524      1.9162501      0.5899458     -70.6469575   2.0817e-31  0.02712       RM     
  0.6557524      0.0316200      0.5899458      -1.1778083   3.0795e-01  0.02685       RM     
  0.6557524      0.2675276      0.5899458     -10.0682235   4.2406e-05  0.02657       RM     
  0.6557524      1.7242569      0.5899458     -65.5628375   3.3606e-29  0.02630       RM     
  0.6557524      0.5574602      0.5899458     -21.4161363   5.0014e-10  0.02603       RM     
  0.6557524      0.3075341      0.5899458     -11.9369140   6.5443e-06  0.02576       RM     
  0.6557524      1.3060738      0.5899458     -51.2198111   5.6953e-23  0.02550       RM     
  0.6557524      1.0021315      0.5899458     -39.7069458   5.6950e-18  0.02524       RM     
  0.5926719      -0.0630805     0.5899458     -39.7069458   5.6950e-18  0.02498       AF     
  0.5926719      0.7538188      0.5899458     -30.4896013   5.7350e-14  0.02472       RM     
  0.5926719      0.4774046      0.5899458     -19.5093534   3.3666e-09  0.02447       RM     
  0.5926719      0.3145534      0.5899458     -12.9873991   2.2890e-06  0.02422       RM     
  0.5926719      0.7149799      0.5899458     -29.8258687   1.1138e-13  0.02397       RM     
  0.5926719      1.6713143      0.5899458     -70.4415489   2.5564e-31  0.02373       RM     
  0.5926719      0.0579574      0.5899458      -2.4680356   8.4751e-02  0.02348       RM     
  0.5926719      1.8048109      0.5899458     -77.6507197   1.8911e-34  0.02324       RM     
  0.5926719      1.8689651      0.5899458     -81.2430971   5.2068e-36  0.02300       RM     
  0.5926719      0.6167565      0.5899458     -27.0875994   1.7219e-12  0.02277       RM     
  0.5926719      0.6161952      0.5899458     -27.3430280   1.3337e-12  0.02254       RM     
  0.5926719      1.1381683      0.5899458     -51.0277299   6.9014e-23  0.02230       RM     
  0.5926719      0.3451313      0.5899458     -15.6334762   1.6236e-07  0.02208       RM     
  0.5926719      0.4619229      0.5899458     -21.1403543   6.5896e-10  0.02185       RM     
  0.5926719      0.8903272      0.5899458     -41.1683925   1.3207e-18  0.02163       RM     
  0.5926719      0.4491846      0.5899458     -20.9850820   7.6965e-10  0.02140       RM     
  0.5926719      0.1937822      0.5899458      -9.1468431   1.0656e-04  0.02119       RM     
  0.5926719      1.3407849      0.5899458     -63.9422445   1.6992e-28  0.02097       RM     
  0.5926719      0.3550546      0.5899458     -17.1078502   3.7167e-08  0.02075       RM     
  0.5926719      0.3373323      0.5899458     -16.4221402   7.3783e-08  0.02054       RM     
  0.5926719      1.1238289      0.5899458     -55.2768729   9.8528e-25  0.02033       RM     
  0.5926719      0.1418291      0.5899458      -7.0482328   8.6894e-04  0.02012       RM     
  0.5926719      0.8402634      0.5899458     -42.1892417   4.7582e-19  0.01992       RM     
  0.5762018      -0.0164701     0.5762018     -42.1892417   4.7582e-19  0.01971       AF     
  0.5762018      1.8864058      0.5762018     -96.6861803   1.0226e-42  0.01951       RM     
  0.5762018      1.4462260      0.5762018     -74.8922595   2.9834e-33  0.01931       RM     
  0.5762018      0.1265022      0.5762018      -6.6186668   1.3352e-03  0.01911       RM     
  0.5762018      1.0321114      0.5762018     -54.5594939   2.0189e-24  0.01892       RM     
  0.5762018      0.1716743      0.5762018      -9.1689685   1.0422e-04  0.01872       RM     
  0.5762018      0.2705683      0.5762018     -14.6003619   4.5619e-07  0.01853       RM     
  0.5762018      0.8750088      0.5762018     -47.7057489   1.9127e-21  0.01834       RM     
  0.5762018      1.3001518      0.5762018     -71.6182720   7.8810e-32  0.01815       RM     
  0.5762018      1.0130118      0.5762018     -56.3787962   3.2734e-25  0.01797       RM     
  0.5762018      0.2820011      0.5762018     -15.8570913   1.2982e-07  0.01778       RM     
  0.5762018      0.8383311      0.5762018     -47.6277247   2.0680e-21  0.01760       RM     
  0.5762018      1.7827272      0.5762018     -102.3294588  3.6214e-45  0.01742       RM     
  0.5762018      1.0639225      0.5762018     -61.7017201   1.5969e-27  0.01724       RM     
